100,9267,3496.8691448063237,910.4790667541079,0.0,1.0
200,18067,6981.3782273317165,893.3291268942812,0.0,1.0
300,26683,10399.478863253862,888.1607401711112,0.0,1.0
400,35323,13860.433400060632,888.2212879435194,0.0,1.0
500,44473,17386.834839479958,908.2985931828448,0.0,1.0
600,53471,20955.114030319728,904.3389975673966,0.0,1.0
700,62671,24612.020198187107,911.1840257581378,0.0,1.0
800,71249,28088.25710908977,887.7272439986187,0.0,1.0
900,79981,31685.571350171762,893.9533158030109,0.0,1.0
1000,89021,35209.37393763106,904.5307831574912,0.0,1.0
1100,97631,38713.42173030756,889.2535932301449,0.0,1.0
